"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"scopeiq","end-customer","med spa platform / MSO","Skin Clique","https://www.skinclique.com/","Charleston, SC","""763 board-certified providers, 40 states with in-person providers, 50 states skincare & wellness"" on its own locations page (2026-09-03)","In-home/mobile aesthetics across 40 states - the single hardest multi-state supervision and delegation problem in the category.","https://www.skinclique.com/partners","chief compliance officer","https://www.skinclique.com/locations","company-site","verified","2026-09-03","Botox, fillers, skincare, GLP-1 weight loss quiz on site. Also runs a partners programme (could be a channel into its provider network)."
"scopeiq","end-customer","med spa platform / MSO","Radiance Holdings","https://radianceholdings.com/","Lakewood, CO","","Multi-brand franchisor holding company in the beauty/wellness space; adding medical aesthetic services to a franchised footprint triggers 50-state scope questions.","https://radianceholdings.com/contact","general counsel","https://radianceholdings.com/","company-site","verified","2026-09-03","Parent of Sola Salons and Woodhouse Spa; medical-aesthetic overlap is partial, so fit is indirect. info@radianceholdings.com published on its own site."
"scopeiq","end-customer","med spa platform / MSO","Sculpt MD","https://www.sculptmd.com/","","","Body-contouring and aesthetics brand operating multiple clinics under physician supervision.","https://www.sculptmd.com/","owner-operator","https://www.sculptmd.com/","company-site","secondary","2026-09-03","Homepage returned very little parseable content; footprint unconfirmed."
"scopeiq","end-customer","aesthetic franchise system","4Ever Young Anti-Aging Solutions","https://4everyoungantiaging.com/","Boca Raton, FL","18 states named on its own locations page (2026-09-03); 74+ locations per BeautyMatter, Mar 2026","Franchised anti-aging clinics selling aesthetics, hormone optimisation, IV nutrition and weight loss - four separately regulated service lines per state.","https://4everyoungantiaging.com/contact-us/","VP of franchise development","https://4everyoungantiaging.com/locations/","company-site","verified","2026-09-03","States: AZ CO FL GA IA IL IN KS NC NE NJ OH OR PA SC TX UT VA. Procedures: injectables, hormone therapy, IV nutrition, medical weight loss."
"scopeiq","end-customer","aesthetic franchise system","dermani MEDSPA","https://dermanimedspa.com/","Atlanta, GA","30+ locations per BeautyMatter franchise roundup, Mar 2026","Membership-model med spa franchise that explicitly helps franchisees establish physician partnerships - a medical-director requirement that differs by state.","https://dermanimedspa.com/","VP of franchise development","https://beautymatter.com/articles/top-medspa-franchises","list-article","secondary","2026-09-03","Own homepage returned only a redirect stub to curl; franchise data taken from the BeautyMatter article. Injectables, professional skin treatments, laser hair removal."
"scopeiq","end-customer","aesthetic franchise system","GLO30","https://glo30.com/","Philadelphia, PA","30+ locations, 100+ in development per BeautyMatter franchise roundup, Mar 2026","Subscription facial franchise crossing from day-spa into clinical services; the line between esthetician scope and medical treatment is drawn differently in every state.","https://glo30.com/contact-us/","VP of franchise development","https://glo30.com/","company-site","verified","2026-09-03","Franchised through Fransmart. Monthly membership facial model."
"scopeiq","end-customer","aesthetic franchise system","Serotonin Centers","https://serotonincenters.com/","Jupiter, FL","16+ locations per BeautyMatter franchise roundup, Mar 2026","Longevity franchise selling hormone replacement, medical weight loss, Botox and fillers, IV drips and body contouring - the widest regulated menu in franchising.","https://serotonincenters.com/franchising/","VP of franchise development","https://serotonincenters.com/","company-site","verified","2026-09-03","Procedures: HRT, medical weight loss, Botox, fillers, body contouring, IV drip therapy, red light, hyperbaric oxygen."
"scopeiq","end-customer","aesthetic franchise system","Face to Face Spa","https://facetofacespa.com/","Austin, TX","41+ locations per BeautyMatter franchise roundup, Mar 2026","Membership skin-health franchise that added Botox, fillers and semaglutide weight loss - a medical menu bolted onto an esthetician-staffed footprint.","https://facetofacespa.com/contact-us/","VP of franchise development","https://facetofacespa.com/","company-site","verified","2026-09-03","Procedures: medical-grade facials, chemical peels, HydraFacial, Botox, fillers, semaglutide (GLP-1) weight loss."
"scopeiq","end-customer","aesthetic franchise system","FACE FOUNDRIE","https://facefoundrie.com/","Minneapolis, MN","""80+ locations and over 1 million services performed"" stated on its own homepage (2026-09-03)","80+ unit facial-bar franchise expanding its clinical menu; every added medical service crosses an esthetician scope line that varies state by state.","https://facefoundrie.com/corporate-partnerships-and-events/","VP of franchise development","https://facefoundrie.com/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","aesthetic franchise system","Radiance Medspa","https://www.radiancemedspa.com/","Belleair Bluffs, FL","30 franchise units per topfranchise.com med spa franchise ranking (updated Apr 2026)","Long-running med spa franchise brand whose franchisees are exactly the single-unit owners who buy a state launch report.","https://www.radiancemedspa.com/contact/","franchise owner","https://www.radiancemedspa.com/","company-site","verified","2026-09-03","URL opened resolves to the Belleair Bluffs, FL location site; franchise-unit count is from topfranchise.com (secondary) and is dated."
"scopeiq","end-customer","aesthetic franchise system","Facial Mania Med Spa","","Tampa, FL","11+ locations per BeautyMatter franchise roundup, Mar 2026","Tiered med spa franchise offering injectables and laser under medical oversight while franchisees run operations - the split ScopeIQ has to document.","","VP of franchise development","https://beautymatter.com/articles/top-medspa-franchises","list-article","secondary","2026-09-03","Website not confirmed: facialmania.com and facialmaniamedspa.com both failed to load from this environment, so website is left empty per the no-fabrication rule."
"scopeiq","end-customer","aesthetic franchise system","C3 Wellness Spa","","Florida","","Franchise blending cosmetic injectables, IV infusion and body contouring with acupuncture and massage; mixing licensed and unlicensed modalities under one roof is a per-state scope problem.","","VP of franchise development","https://beautymatter.com/articles/top-medspa-franchises","list-article","secondary","2026-09-03","c3wellnessspa.com did not resolve from this environment; website left empty. Accepts medical insurance and VA benefits for some services per the source article."
"scopeiq","end-customer","aesthetic franchise system","Alexis Lauren","","Miami, FL","2 corporate locations, average unit volume $1.89M per BeautyMatter franchise roundup, Mar 2026","Luxury med spa franchise actively recruiting operators in Texas (Austin, Dallas) - a named new-state entry decision.","","VP of franchise development","https://beautymatter.com/articles/top-medspa-franchises","list-article","secondary","2026-09-03","alexislauren.com returned 403 and alexislaurenmedspa.com did not resolve; website left empty. Procedures: injectables, facials, laser, microneedling, PRP."
"scopeiq","end-customer","aesthetic franchise system","Skinovatio Medical Spa","","","","Med spa franchise selling Botox, laser, facials, peels, hair restoration and weight-loss care - a full medical menu run by franchisees.","","VP of franchise development","https://1851franchise.com/top-beauty-spa-franchise-2730879","list-article","secondary","2026-09-03","Listed in the 1851 Franchise beauty/spa roundup; brand site not opened, so website and location left empty."
"scopeiq","end-customer","aesthetic franchise system","Bodenvy","https://bodenvy.com/","Orlando, FL","","Body contouring and medical weight-loss franchise; CoolSculpting-class devices and GLP-1 prescribing both need a supervising physician per state.","https://bodenvy.com/","franchise operations lead","https://bodenvy.com/","company-site","verified","2026-09-03","Procedures named on site: fat loss, skin tightening, body sculpting, weight loss."
"scopeiq","end-customer","aesthetic franchise system","Ideal Image","","Tampa, FL","~165 US sites per withorbital.com June 2026 aesthetic-chain snapshot","One of the largest multi-state aesthetic chains (laser hair removal, CoolSculpting, injectables); reorganised in 2024 and rebuilding its state footprint.","","general counsel","https://www.withorbital.com/data/largest-aesthetic-clinic-chains-in-the-us/","list-article","secondary","2026-09-03","idealimage.com did not resolve from this environment on two attempts, so website is left empty. PE-backed, formerly L Catterton-controlled; Chapter 11 filing and reorganisation in 2024 per the source."
"scopeiq","end-customer","IV therapy / wellness chain","Restore Hyper Wellness","https://www.restore.com/","Austin, TX","""210+ studios nationwide"" and ""Clinical Oversight at 220+ Studios"" on its own homepage (2026-09-03)","220+ franchised studios with a nurse practitioner in every studio delivering IV drips, IM shots and peptides - NP scope and supervision rules differ in all 50 states.","https://www.restore.com/contact-us","chief compliance officer","https://www.restore.com/","company-site","verified","2026-09-03","Procedures: IV drip therapy, IM shots, peptides, cryotherapy, red light, aesthetics at some studios."
"scopeiq","end-customer","IV therapy / wellness chain","Prime IV Hydration & Wellness","https://primeivhydration.com/","Draper, UT","39 states named on its own locations page (2026-09-03)","Largest IV therapy franchise; IV infusion is a delegated medical act with a different supervision rule in each of the 39 states it lists.","https://primeivhydration.com/locations/","VP of franchise operations","https://primeivhydration.com/locations/","company-site","verified","2026-09-03","States: AL AR AZ CA CO CT FL GA HI IA ID IL IN KS KY MA MD MI MN MO NC ND NE NH NJ NM NV OH OK OR PA RI SC SD TX UT VA WA WI. 215+ open locations reported in franchise press."
"scopeiq","end-customer","IV therapy / wellness chain","THE DRIPBaR","https://thedripbar.com/","Nashville, TN","600+ locations in development per franchise press (fransmart.com IV franchise roundup)","IV therapy franchise scaling fast into new states; each franchisee needs a medical director and a state-legal ownership structure before opening.","","VP of franchise development","https://fransmart.com/best-iv-therapy-franchise/","list-article","secondary","2026-09-03","thedripbar.com returned HTTP 202 (bot interstitial) on two attempts, so the site itself was not read. 2024 partnership with REVIV per the source."
"scopeiq","end-customer","IV therapy / wellness chain","Liquivida","https://liquivida.com/","Fort Lauderdale, FL","4 states named on its own locations page: AZ CT FL NJ (2026-09-03); 18+ locations per BeautyMatter","IV wellness franchise that added aesthetics, hormone optimisation and medical weight loss - a multi-licence menu across four states.","https://www.liquivida.com/franchise-business-opportunity/providers","VP of franchise development","https://liquivida.com/locations/","company-site","verified","2026-09-03","Procedures: IV therapy, aesthetics, hormone optimisation, medical weight loss."
"scopeiq","end-customer","IV therapy / wellness chain","iCRYO","https://icryo.com/","League City, TX","18 states named on its own locations page (2026-09-03); ~50 locations per withorbital.com","Franchised cryotherapy and IV drip studios in 18 states; IV and injection services sit on the medical side of the line in most of them.","https://icryo.com/","VP of franchise operations","https://icryo.com/locations/","company-site","verified","2026-09-03","States: AZ CO CT FL GA IL IN KS MD MI NC NV NY OH SC TX UT VA."
"scopeiq","end-customer","IV therapy / wellness chain","Hydralive Therapy","https://hydralivetherapy.com/","Birmingham, AL","","IV therapy, hormone and vitality clinic group franchising across the Southeast; hormone prescribing multiplies the per-state supervision questions.","https://hydralivetherapy.com/","franchise operations lead","https://hydralivetherapy.com/","company-site","verified","2026-09-03","Locations page 404d; state footprint not confirmed."
"scopeiq","end-customer","IV therapy / wellness chain","REVIV","https://www.revivme.com/","","","Global IV drip and injection franchise with US clinics; every US franchise unit needs a state-specific medical direction structure.","https://www.revivme.com/booking-process/location/","VP of franchise operations","https://www.revivme.com/","company-site","verified","2026-09-03","Procedures: IV drip therapy, IV vitamin infusions, injections."
"scopeiq","end-customer","IV therapy / wellness chain","IV Nutrition","https://www.ivnutrition.com/","","38 total US locations, 31 franchised, per franzy.com franchise profile (via WebSearch)","Franchised IV nutrition therapy clinics; the franchisor sets the clinical protocol that each state then judges.","https://www.ivnutrition.com/contact-iv-nutrition-now/","VP of franchise operations","https://www.ivnutrition.com/","company-site","verified","2026-09-03","Unit count is a secondary figure from a franchise-data site, not confirmed on the company site."
"scopeiq","end-customer","IV therapy / wellness chain","Onus IV Therapy","https://onusiv.com/","Denver, CO","","IV therapy plus bioidentical hormone replacement and NAD+, franchising nationwide from Colorado - hormone prescribing is the sharpest scope question in the category.","https://onusiv.com/contact-us","VP of franchise development","https://onusiv.com/","company-site","verified","2026-09-03","Procedures: IV therapy, BHRT, NAD+, in-clinic lab testing. Franchising through Fransmart."
"scopeiq","end-customer","IV therapy / wellness chain","LIVE Hydration Spa","https://livehydrationspa.com/","","","IV hydration franchise selling territories nationally; franchisees are first-time medical-service operators who need the state answer.","https://livehydrationspa.com/franchise-opportunities/","VP of franchise development","https://livehydrationspa.com/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","IV therapy / wellness chain","Pause Studio","https://pausestudio.com/","","","Recovery and wellness studio chain offering IV drips and injections alongside non-medical recovery services.","https://pausestudio.com/contact","head of operations","https://pausestudio.com/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","IV therapy / wellness chain","Hydreight","https://hydreight.com/","Las Vegas, NV","","Mobile IV and wellness platform operating a nurse network across states - the most exposed possible model to per-state delegation and telehealth rules.","http://hydreight.com/partnerportal","chief compliance officer","https://hydreight.com/","company-site","verified","2026-09-03","Generic mailbox service@hydreight.com published on its own site. Could equally be a partner (it supplies the compliance layer to independent nurses)."
"scopeiq","end-customer","IV therapy / wellness chain","Hydrate IV Bar","","Denver, CO","8 franchised and 4 company-owned units per franchise press (via WebSearch)","Emerging IV bar franchise expanding out of Colorado; new-state entry is the trigger event for a launch compliance report.","","VP of franchise development","https://1851franchise.com/the-15-hottest-health-and-wellness-franchises-of-2026-2732680","list-article","secondary","2026-09-03","hydrateivbar.com returned HTTP 202 on two attempts; website left empty."
"scopeiq","end-customer","IV therapy / wellness chain","Vida-Flo","","Atlanta, GA","","IV hydration franchise named among the leading US IV therapy systems; multi-state franchisee base.","","VP of franchise development","https://fransmart.com/best-iv-therapy-franchise/","list-article","secondary","2026-09-03","vida-flo.com did not return a readable page from this environment; website left empty."
"scopeiq","end-customer","GLP-1 / weight-loss clinic","Medi-Weightloss","https://mediweightloss.com/","Tampa, FL","33 states named on its own locations page (2026-09-03)","Physician-supervised weight-loss clinic franchise in 33 states; GLP-1 prescribing, compounding sourcing and NP supervision are all state-variable.","https://mediweightloss.com/locations/","VP of franchise operations","https://mediweightloss.com/locations/","company-site","verified","2026-09-03","States: AL AZ CA CT DE FL GA IA ID IL IN KY LA MA ME MI MO NC NH NJ NV NY OH OK OR PA RI SC TN TX VA WA WI."
"scopeiq","end-customer","GLP-1 / weight-loss clinic","Options Medical Weight Loss","https://optionsmedicalweightloss.com/","Chicago, IL","","Multi-state medical weight-loss clinic group prescribing GLP-1s; each new clinic state changes who may prescribe and under what supervision.","https://optionsmedicalweightloss.com/contact/","director of clinical operations","https://optionsmedicalweightloss.com/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","GLP-1 / weight-loss clinic","Red Mountain Weight Loss","https://redmountainweightloss.com/","Phoenix, AZ","","Multi-clinic medical weight-loss group; Arizona-based operators expanding into CA/TX hit two of the strictest CPOM regimes.","https://redmountainweightloss.com/","director of clinical operations","https://redmountainweightloss.com/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","GLP-1 / weight-loss clinic","Form Health","https://www.formhealth.co/","Boston, MA","","Multi-state virtual obesity-medicine clinic; telehealth prescribing of GLP-1s is licensed and supervised state by state.","https://www.formhealth.co/contact-us","head of regulatory affairs","https://www.formhealth.co/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","GLP-1 / weight-loss clinic","Calibrate","https://www.joincalibrate.com/","New York, NY","","National virtual weight-loss programme built on GLP-1 prescribing across state lines.","https://www.joincalibrate.com/faqs/contact-us","head of regulatory affairs","https://www.joincalibrate.com/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","GLP-1 / weight-loss clinic","Enara Health","https://www.enarahealth.com/","San Mateo, CA","","Weight-management platform that also licenses its programme to clinics (""for clinics"" partner page) - both a buyer and a route to other clinics.","https://www.enarahealth.com/for-clinics/become-a-partner","head of clinical operations","https://www.enarahealth.com/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","GLP-1 / weight-loss clinic","Mochi Health","https://joinmochi.com/","San Francisco, CA","","Telehealth weight-loss clinic prescribing GLP-1s nationally; multi-state licensure and compounded-drug rules are its core compliance surface.","https://joinmochi.com/","head of regulatory affairs","https://joinmochi.com/","company-site","verified","2026-09-03","Also offers hair loss and skin services per its own homepage."
"scopeiq","end-customer","telehealth aesthetic / wellness provider","Ro","https://ro.co/","New York, NY","","National telehealth provider with weight-loss, skin and hair lines; operates through affiliated professional entities in all 50 states.","https://ro.co/contact-us/","head of regulatory affairs","https://ro.co/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","telehealth aesthetic / wellness provider","Hers (Hims & Hers Health)","https://www.hers.com/","San Francisco, CA","","Multi-state telehealth brand selling skin, hair and weight products through affiliated medical groups - a textbook friendly-PC/MSO structure across 50 states.","info@hers.com","head of regulatory affairs","https://www.hers.com/","company-site","verified","2026-09-03","Generic mailbox published on its own site."
"scopeiq","end-customer","telehealth aesthetic / wellness provider","LifeMD","https://lifemd.com/","New York, NY","","Public multi-state telehealth company with weight-management and skin lines; MSO/professional-entity structure is disclosed as a risk factor.","https://lifemd.com/contact?force=1","general counsel","https://lifemd.com/","company-site","verified","2026-09-03",""
"scopeiq","end-customer","telehealth aesthetic / wellness provider","Eden","https://www.tryeden.com/","San Francisco, CA","","Telehealth prescription wellness brand covering weight loss and skin; runs a provider partner programme across states.","https://www.tryeden.com/partner-with-eden","head of regulatory affairs","https://www.tryeden.com/","company-site","verified","2026-09-03",""
"scopeiq","partner","med spa software / EMR","Zenoti","https://www.zenoti.com/","Bellevue, WA","","Practice software used by med spas; its onboarding flow is where a new location first has to state which services it will offer and under whose supervision, so a bundled state compliance report fits naturally.","https://www.zenoti.com/contact-us","head of partnerships","https://www.zenoti.com/","company-site","verified","2026-09-03","Enterprise salon/spa/med spa platform used by multi-location chains - the exact customer segment that expands across states."
"scopeiq","partner","med spa software / EMR","Boulevard","https://www.joinblvd.com/","Los Angeles, CA","","Practice software used by med spas; its onboarding flow is where a new location first has to state which services it will offer and under whose supervision, so a bundled state compliance report fits naturally.","https://www.joinblvd.com/partner-with-us","head of partnerships","https://www.joinblvd.com/","company-site","verified","2026-09-03","AmSpa silver vendor affiliate. Publishes med spa owner education content (conference roundups, ""who can open a medical spa"") - an existing content channel."
"scopeiq","partner","med spa software / EMR","AestheticsPro","https://www.aestheticspro.com/","Las Vegas, NV","","Practice software used by med spas; its onboarding flow is where a new location first has to state which services it will offer and under whose supervision, so a bundled state compliance report fits naturally.","https://www.aestheticspro.com/Partners/","head of partnerships","https://www.aestheticspro.com/","company-site","verified","2026-09-03","Med spa-specific practice management software with a published partner programme. sales@aestheticspro.com on own site."
"scopeiq","partner","med spa software / EMR","Aesthetic Record","https://www.aestheticrecord.com/","Miami, FL","","Practice software used by med spas; its onboarding flow is where a new location first has to state which services it will offer and under whose supervision, so a bundled state compliance report fits naturally.","info@aestheticrecord.com","head of partnerships","https://www.aestheticrecord.com/","company-site","verified","2026-09-03","Positions itself as the #1 EMR for med spas; generic mailbox published on its own site."
