"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"wagelens","partner","APEX Accelerator","American Indian Chamber Education Fund APEX Accelerator - Arizona","","Arizona","listed in the National APEX Accelerator Alliance locator for Arizona","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/american-indian-chamber-education-fund-apex-accelerator-arizona/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arizona'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arizona APEX Accelerator - Communiversity at Queen Creek HQ","","Arizona","listed in the National APEX Accelerator Alliance locator for Arizona","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arizona-apex-accelerator-communiversity-at-queen-creek-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arizona'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arizona APEX Accelerator - GateWay Community College","","Arizona","listed in the National APEX Accelerator Alliance locator for Arizona","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arizona-apex-accelerator-gateway-community-college/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arizona'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arizona APEX Accelerator - Glendale Community College","","Arizona","listed in the National APEX Accelerator Alliance locator for Arizona","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arizona-apex-accelerator-glendale-community-college/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arizona'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arizona APEX Accelerator - Mesa Community College","","Arizona","listed in the National APEX Accelerator Alliance locator for Arizona","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arizona-apex-accelerator-mesa-community-college/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arizona'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arizona APEX Accelerator - Pima Community College","","Arizona","listed in the National APEX Accelerator Alliance locator for Arizona","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arizona-apex-accelerator-pima-community-college/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arizona'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","NCAIED APEX Accelerator - Arizona / Navajo Nation BIA Region","","Arizona","listed in the National APEX Accelerator Alliance locator for Arizona","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/ncaied-apex-accelerator-arizona-navajo-nation-bia-region/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arizona'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arkansas APEX Accelerator - Central HQ","","Arkansas","listed in the National APEX Accelerator Alliance locator for Arkansas","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arkansas-apex-accelerator-central-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arkansas'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arkansas APEX Accelerator - Northeast","","Arkansas","listed in the National APEX Accelerator Alliance locator for Arkansas","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arkansas-apex-accelerator-northeast/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arkansas'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arkansas APEX Accelerator - Northwest","","Arkansas","listed in the National APEX Accelerator Alliance locator for Arkansas","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arkansas-apex-accelerator-northwest/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arkansas'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arkansas APEX Accelerator - Southeast","","Arkansas","listed in the National APEX Accelerator Alliance locator for Arkansas","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arkansas-apex-accelerator-southeast/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arkansas'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Arkansas APEX Accelerator - Southwest","","Arkansas","listed in the National APEX Accelerator Alliance locator for Arkansas","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/arkansas-apex-accelerator-southwest/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Arkansas'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","American Indian Chamber Education Fund APEX Accelerator - California","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/american-indian-chamber-education-fund-apex-accelerator-california/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","American Indian Chamber Education Fund APEX Accelerator - HQ","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/american-indian-chamber-education-fund-apex-accelerator-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","California Capital APEX Accelerator","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/california-capital-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Golden State APEX Accelerator - Bakersfield, CA","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/golden-state-apex-accelerator-bakersfield-ca/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Inland Empire APEX Accelerator - Norco, CA","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/inland-empire-apex-accelerator-norco-ca/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Los Angeles County APEX Accelerator - East Los Angeles Entrepreneurial Center","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/los-angeles-county-apex-accelerator-east-los-angeles-entrepreneurial-center/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Los Angeles County APEX Accelerator - HQ","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/los-angeles-county-apex-accelerator-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Monterey Bay APEX Accelerator - Salinas, CA","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/monterey-bay-apex-accelerator-salinas-ca/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Norcal APEX Accelerator - Arcata, CA","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/norcal-apex-accelerator-arcata-ca/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","San Diego, Orange, Imperial APEX Accelerator","","California","listed in the National APEX Accelerator Alliance locator for California","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/san-diego-orange-imperial-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'California'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Colorado APEX Accelerator - Aurora Satellite Office","","Colorado","listed in the National APEX Accelerator Alliance locator for Colorado","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/colorado-apex-accelerator-aurora-satellite-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Colorado'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Colorado APEX Accelerator - Golden Office","","Colorado","listed in the National APEX Accelerator Alliance locator for Colorado","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/colorado-apex-accelerator-golden-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Colorado'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Colorado APEX Accelerator - Westminster Satellite Office","","Colorado","listed in the National APEX Accelerator Alliance locator for Colorado","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/colorado-apex-accelerator-westminster-satellite-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Colorado'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Colorado APEX Accelerators - Fort Collins Office","","Colorado","listed in the National APEX Accelerator Alliance locator for Colorado","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/colorado-apex-accelerators-fort-collins-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Colorado'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Colorado APEX Accelerators - Grand Junction Office","","Colorado","listed in the National APEX Accelerator Alliance locator for Colorado","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/colorado-apex-accelerators-grand-junction-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Colorado'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Colorado APEX Accelerators - HQ","","Colorado","listed in the National APEX Accelerator Alliance locator for Colorado","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/colorado-apex-accelerators-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Colorado'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","NCAIED APEX Accelerator - Colorado","","Colorado","listed in the National APEX Accelerator Alliance locator for Colorado","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/ncaied-apex-accelerator-colorado/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Colorado'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Connecticut APEX Accelerator - Bridgeport","","Connecticut","listed in the National APEX Accelerator Alliance locator for Connecticut","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/connecticut-apex-accelerator-bridgeport/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Connecticut'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Connecticut APEX Accelerator - East Hartford","","Connecticut","listed in the National APEX Accelerator Alliance locator for Connecticut","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/connecticut-apex-accelerator-east-hartford/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Connecticut'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Connecticut APEX Accelerator - Groton HQ","","Connecticut","listed in the National APEX Accelerator Alliance locator for Connecticut","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/connecticut-apex-accelerator-groton-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Connecticut'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Connecticut APEX Accelerator - Milford","","Connecticut","listed in the National APEX Accelerator Alliance locator for Connecticut","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/connecticut-apex-accelerator-milford/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Connecticut'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Connecticut APEX Accelerator - NCDC","","Connecticut","listed in the National APEX Accelerator Alliance locator for Connecticut","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/connecticut-apex-accelerator-ncdc/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Connecticut'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Connecticut APEX Accelerator - New Haven","","Connecticut","listed in the National APEX Accelerator Alliance locator for Connecticut","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/connecticut-apex-accelerator-new-haven/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Connecticut'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Connecticut APEX Accelerator - Rocky Hill","","Connecticut","listed in the National APEX Accelerator Alliance locator for Connecticut","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/connecticut-apex-accelerator-rocky-hill/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Connecticut'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","University of Delaware APEX Accelerator - New Castle County HQ","","Delaware","listed in the National APEX Accelerator Alliance locator for Delaware","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/university-of-delaware-apex-accelerator-new-castle-county-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Delaware'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","University of Delaware APEX Accelerator - Sussex County","","Delaware","listed in the National APEX Accelerator Alliance locator for Delaware","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/university-of-delaware-apex-accelerator-sussex-county/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Delaware'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","DC Department of Small and Local Business Development","","District of Columbia","listed in the National APEX Accelerator Alliance locator for District of Columbia","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/dc-department-of-small-and-local-business-development/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'District of Columbia'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Georgia Tech APEX Accelerator - Albany","","Georgia","listed in the National APEX Accelerator Alliance locator for Georgia","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/georgia-tech-apex-accelerator-albany/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Georgia'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Georgia Tech APEX Accelerator - Athens","","Georgia","listed in the National APEX Accelerator Alliance locator for Georgia","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/georgia-tech-apex-accelerator-athens/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Georgia'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Georgia Tech APEX Accelerator - Atlanta HQ","","Georgia","listed in the National APEX Accelerator Alliance locator for Georgia","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/georgia-tech-apex-accelerator-atlanta-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Georgia'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Georgia Tech APEX Accelerator - Augusta","","Georgia","listed in the National APEX Accelerator Alliance locator for Georgia","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/georgia-tech-apex-accelerator-augusta/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Georgia'; NAPEX does not publish the accelerator's own URL in this record"
