"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"recoup","end-customer","multi-unit restaurant franchisee","Summit Restaurant Group","","Richardson, TX","352 restaurants across 3 brand(s) (IHOP, Applebee’s, Sonny’s BBQ); 131 restaurants across 2 brand(s) (Pizza Hut, Long John Silver’s); 362 franchised units","Multi-unit restaurant franchisee ranked #11 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 11 (2025 list, FY2024 data). Reported sales $750,000,000. Revenue is a Franchise Times estimate. Also listed as ""Summit Restaurant Group, LLC"" in https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf. Also listed as ""Summit Restaurant Group"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""Summit Restaurant Group"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","MIC Glen","","Fayetteville, AR","409 restaurants across 3 brand(s) (Taco Bell, 7 Brew, Whataburger)","Multi-unit restaurant franchisee ranked #12 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 12 (2025 list, FY2024 data). Reported sales $724,000,000."
"recoup","end-customer","multi-unit restaurant franchisee","Ampler Group","","Pittsburg, KS","469 restaurants across 4 brand(s) (Burger King, Taco Bell, Little Caesars, Church’s Chicken); 476 franchised units; 482 franchised units","Multi-unit restaurant franchisee ranked #13 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 13 (2025 list, FY2024 data). Reported sales $677,000,000. Also listed as ""Ampler Group"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""Ampler Group"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","GPS Hospitality","https://www.gpshospitality.com","Atlanta, GA","457 restaurants across 3 brand(s) (Burger King, Pizza Hut, Popeyes); 408 franchised units; 454 franchised units","Multi-unit restaurant franchisee ranked #14 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.gpshospitality.com/contact/","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 14 (2025 list, FY2024 data). Reported sales $672,000,000. Also listed as ""GPS Hospitality"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""GPS Hospitality Llc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Meritage Hospitality Group","https://meritagehospitality.com","Grand Rapids, MI","383 restaurants across 2 brand(s) (Wendy’s, Morning Belle); 373 franchised units","Multi-unit restaurant franchisee ranked #15 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://meritagehospitality.com/contact/","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 15 (2025 list, FY2024 data). Reported sales $668,000,000. Also listed as ""Meritage Hospitality Group"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
"recoup","end-customer","multi-unit restaurant franchisee","Covelli Enterprises","https://covellienterprises.com","Warren, OH","283 restaurants across 5 brand(s) (Panera Bread, Dairy Queen, Fresh Kitchen, O’Charley’s)","Multi-unit restaurant franchisee ranked #16 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 16 (2025 list, FY2024 data). Reported sales $631,000,000."
"recoup","end-customer","multi-unit restaurant franchisee","Yadav Enterprises","https://yadaventerprises.com","Fremont, CA","325 restaurants across 4 brand(s) (Jack in the Box, Denny’s, TGI Fridays, Nick the Greek)","Multi-unit restaurant franchisee ranked #17 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://yadaventerprises.com/contact-us.html","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 17 (2025 list, FY2024 data). Reported sales $617,000,000."
"recoup","end-customer","multi-unit restaurant franchisee","Charter Foods","https://www.charterfoods.net","Morristown, TN","432 restaurants across 5 brand(s) (Taco Bell, YUM! Multi, Long John Silver’s, KFC); 465 franchised units","Multi-unit restaurant franchisee ranked #18 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.charterfoods.net/contact","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 18 (2025 list, FY2024 data). Reported sales $600,000,000. Revenue is a Franchise Times estimate. Also listed as ""Charter Foods"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""Charter Foods Inc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Border Foods","https://borderfoods.com","New Hope, MN","249 restaurants across 1 brand(s) (Taco Bell); 250 franchised units","Multi-unit restaurant franchisee ranked #19 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 19 (2025 list, FY2024 data). Reported sales $599,000,000. Also listed as ""Border Foods"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
"recoup","end-customer","multi-unit restaurant franchisee","Desert De Oro Foods","https://ddofoods.com","Kingman, AZ","308 restaurants across 2 brand(s) (Taco Bell, Pizza Hut); 345 franchised units; 355 franchised units","Multi-unit restaurant franchisee ranked #20 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://ddofoods.com/contact-us/","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 20 (2025 list, FY2024 data). Reported sales $586,000,000. Also listed as ""Desert de Oro Foods"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""Desert de Oro Foods Inc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","FMI Group","","Houlton, ME","399 restaurants across 4 brand(s) (KFC, Pizza Hut, Burger King, Panera Bread)","Multi-unit restaurant franchisee ranked #21 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 21 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","CMG Companies","https://cmg.team","Plano, TX","413 restaurants across 4 brand(s) (Sonic Drive-In, KFC, Little Caesars, YUM! Multi); 577 franchised units; 553 franchised units","Multi-unit restaurant franchisee ranked #22 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 22 (2025 list, FY2024 data). Also listed as ""CMG Companies"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""CMG Companies"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Doherty Enterprises","","Allendale, NJ","154 restaurants across 3 brand(s) (Applebee’s, Panera Bread, Wendy’s); 168 franchised units","Multi-unit restaurant franchisee ranked #23 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 23 (2025 list, FY2024 data). Also listed as ""Doherty Enterprises"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
"recoup","end-customer","multi-unit restaurant franchisee","Delight Restaurant Group","https://www.delightrg.com","Greenwich, CT","231 restaurants across 2 brand(s) (Wendy’s, Taco Bell); 229 franchised units; 231 franchised units","Multi-unit restaurant franchisee ranked #24 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.delightrg.com/contact-us","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 24 (2025 list, FY2024 data). Also listed as ""Delight Restaurant Group"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""Delight Restaurant Group"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","VantEdge Partners","https://vantedge.partners","Overland Park, KS","287 restaurants across 3 brand(s) (Taco Bell, Dunkin’, YUM! Multi)","Multi-unit restaurant franchisee ranked #25 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://vantedge.partners/./contact","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 25 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Manna","https://manna.org","Prospect, KY","245 restaurants across 3 brand(s) (Wendy’s, Fazoli’s, Golden Corral); 217 franchised units","Multi-unit restaurant franchisee ranked #26 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://manna.org/contact/","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 26 (2025 list, FY2024 data). Also listed as ""Manna Inc"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
"recoup","end-customer","multi-unit restaurant franchisee","Northwest Restaurants","","Woodinville, WA","202 restaurants across 3 brand(s) (Taco Bell, KFC, YUM! Multi); 221 franchised units; 234 franchised units","Multi-unit restaurant franchisee ranked #27 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 27 (2025 list, FY2024 data). Also listed as ""Northwest Restaurants"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""Northwest Restaurants Inc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Beshay Enterprise","","Murrieta, CA","284 restaurants across 4 brand(s) (Jack in the Box, Denny’s, Del Taco, Popeyes)","Multi-unit restaurant franchisee ranked #28 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 28 (2025 list, FY2024 data). Revenue is a Franchise Times estimate."
"recoup","end-customer","multi-unit restaurant franchisee","D.L. Rogers Corp.","https://dlrogers.com","Grapevine, TX","268 restaurants across 1 brand(s) (Sonic Drive-In); 269 franchised units","Multi-unit restaurant franchisee ranked #29 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://dlrogers.com/contact-us","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 29 (2025 list, FY2024 data). Also listed as ""DL Rogers Corp."" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
"recoup","end-customer","multi-unit restaurant franchisee","Cotti Foods Rancho Santa","https://www.cottifoods.com","Margarita, CA","230 restaurants across 2 brand(s) (Wendy’s, Taco Bell)","Multi-unit restaurant franchisee ranked #30 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 30 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Boddie-Noell Enterprises","","Rocky Mount, NC","326 restaurants across 1 brand(s) (Hardee’s); 320 franchised units","Multi-unit restaurant franchisee ranked #31 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 31 (2025 list, FY2024 data). Also listed as ""Boddie-noell Enterprises"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
"recoup","end-customer","multi-unit restaurant franchisee","Tasty Restaurant Group","","Plano, TX","441 restaurants across 4 brand(s) (Pizza Hut, KFC, Burger King, Dunkin’); 490 franchised units","Multi-unit restaurant franchisee ranked #32 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 32 (2025 list, FY2024 data). Revenue is a Franchise Times estimate. Also listed as ""Tasty Restaurant Group"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""Tasty Restaurant Group"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Alvarado Restaurant Nation","","Greenwood Village, CO","232 restaurants across 2 brand(s) (Taco Bell, KFC); 238 franchised units","Multi-unit restaurant franchisee ranked #33 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 33 (2025 list, FY2024 data). Also listed as ""Alvarado Restaurant Nation / Alarado Holdings / Palo Alto Inc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Hamra Enterprises","https://hamraenterprises.com","Springfield, MO","187 restaurants across 2 brand(s) (Wendy’s, Panera Bread); 196 franchised units","Multi-unit restaurant franchisee ranked #34 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 34 (2025 list, FY2024 data). Revenue is a Franchise Times estimate. Also listed as ""Hamra Enterprises"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
"recoup","end-customer","multi-unit restaurant franchisee","Warner Foods Group","","Encino, CA","208 restaurants across 3 brand(s) (Jack in the Box, Del Taco, Noodles & Co.); 219 franchised units; 220 franchised units","Multi-unit restaurant franchisee ranked #35 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 35 (2025 list, FY2024 data). Revenue is a Franchise Times estimate. Also listed as ""Warner Foods"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""Warner Foods"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Manna Development Group","https://www.mannadevelopment.com","Encinitas, CA","165 restaurants across 2 brand(s) (Panera Bread, Caribou Coffee)","Multi-unit restaurant franchisee ranked #36 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.mannadevelopment.com/contact-us.html","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 36 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Ghai Management Services","","Livermore, CA","220 restaurants across 3 brand(s) (Burger King, Popeyes, Taco Bell); 199 franchised units","Multi-unit restaurant franchisee ranked #37 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 37 (2025 list, FY2024 data). Also listed as ""Ghai Management Services"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
"recoup","end-customer","multi-unit restaurant franchisee","S&L Companies","","Portage, WI","110 restaurants across 1 brand(s) (Culver’s)","Multi-unit restaurant franchisee ranked #38 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 38 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","GS Dallas Group","","Plano, TX","349 restaurants across 2 brand(s) (Wingstop, Subway); 335 franchised units","Multi-unit restaurant franchisee ranked #39 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 39 (2025 list, FY2024 data). Revenue is a Franchise Times estimate. Also listed as ""GS Dallas Group/gsr Group"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html. Also listed as ""GS Dallas Group / Gsr Group Llc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Carlisle Corp.","https://www.carlislecorp.com","Memphis, TN","219 restaurants across 1 brand(s) (Wendy’s); 220 franchised units","Multi-unit restaurant franchisee ranked #40 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.carlislecorp.com/contact-us/","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 40 (2025 list, FY2024 data). Also listed as ""Carlisle"" in https://www.franchising.com/articles/20260228_2026_mega99rankings.html."
